"Hindi-Urdu"
"sabseall.INSTsāfcleankamrāroom.NOM.MASCsabse sāf kamrāall.INST clean room.NOM.MASCThe cleanest room."
"sabseall.INSTkamlesssāfcleankamrāroom.NOM.MASCsabse kam sāf kamrāall.INST less clean room.NOM.MASCThe least clean room"
"sabseall.INSTgandādirty.NOM.MASCkamrāroom.NOM.MASCsabse gandā kamrāall.INST dirty.NOM.MASC room.NOM.MASCThe dirtiest room."
"kamrāroom.NOM.MASCsabseall.INST(zyādā) sāfcleanhaiiskamrā sabse (zyādā) sāf hairoom.NOM.MASC all.INST {} clean isThe room is the cleanest"
"kamrāroom.NOM.MASCsabseall.INSTkamlesssāfcleanhaiiskamrā sabse kam sāf hairoom.NOM.MASC all.INST less clean isThe room is the least clean"
"kamrāroom.NOM.MASCsabseall.INSTgandādirty.MASChaiiskamrā sabse gandā hairoom.NOM.MASC all.INST dirty.MASC isThe room is the dirtiest"
